,Plant name,Plant state abbreviation,plant_annual_generation,state_annual_generation,perc_gen_state
3478,Flora Site A,IL,117,181296239,6.453526043637341e-05
3479,Flora Site B,IL,120,181296239,6.619001070397273e-05
3480,Florence Hills LLC,MN,5308,59157452,0.008972665016065938
3481,Florence Mill,SC,370807,98113889,0.37793527886760253
3482,"Florence Solar W3-080, LLC",NJ,11595,61421718,0.018877687530654875
3483,Florida's Natural Growers,FL,58740,246185183,0.023860087469195903
3484,Flower Valley I,TX,0,481398138,0.0
3485,Flowers Solar LLC,NC,8234,129720625,0.006347487147861029
3486,Floyd Road Solar Farm,NC,10400,129720625,0.008017229334194157
3487,"Floyd Solar, LLC",NC,9008,129720625,0.0069441540233097085
3488,Fluvanna,TX,589163,481398138,0.12238580781548433
3489,Flying Cloud Power Partners LLC,IA,69512,67198530,0.10344273900039182
3490,Flywheel Energy Storage System Microgrid,AK,-291,6595656,-0.004411994803852718
3491,Foard City Wind,TX,1237010,481398138,0.25696194113654836
3492,Fogarty CSG,NY,1369,123769368,0.0011060895131984516
3493,Folsom,CA,155568,196943237,0.07899128823601086
3494,Folsom SP and CSP Sacramento,CA,2648,196943237,0.0013445498511837704
3495,Fond Du Lac,MN,28275,59157452,0.04779617621124047
3496,Fontana,CA,3356,196943237,0.0017040442977993705
3497,Fontana Dam,NC,1328368,129720625,1.0240222015581562
3498,Fontanelle,IA,5532,67198530,0.008232322939207152
3499,Fontenelle,WY,34081,43460723,0.07841793151945493
3500,Foote,MI,27987,115298866,0.024273439081352283
3501,Foote Creek I,WY,154512,43460723,0.35552100686405974
3502,Foothill,CA,6809,196943237,0.00345734136582715
3503,Foothill Feeder,CA,24240,196943237,0.01230811495192394
3504,Foothill Sanitary Landfill - Solar Array,CA,9443,196943237,0.0047947825697614585
3505,Foothills Hydro Plant,CO,5208,56832513,0.00916376863363406
3506,Foothills Solar Plant Hybrid,AZ,104278,108500902,0.09610795677993535
3507,Forbes Street Solar,RI,4314,9314548,0.046314646722524805
3508,Forbestown,CA,49467,196943237,0.025117389534934878
3509,Ford Hydro LP,ID,3276,16834340,0.019460222378780517
3510,Ford Utilities Center,NM,97438,35073576,0.27781028087925796
3511,Ford World Headquarters,MI,780,115298866,0.0006765027506862037
3512,Fordham University,NY,0,123769368,0.0
3513,Fore River Generating Station,MA,3511912,19429320,18.07532121556493
3514,Foreman's Hill Community Solar,MN,8874,59157452,0.015000646072450857
3515,Forest City Light Plant,IA,310,67198530,0.00046131961517610577
3516,Forest City Solar,IA,5443,67198530,0.008099879565817883
3517,Forest Creek Wind Farm LLC,TX,271400,481398138,0.056377451131728304
3518,Forest Lake Solar CSG,MN,7994,59157452,0.01351309045562003
3519,Forestport,NY,10744,123769368,0.008680661599564765
3520,"Forever 21 Retail, Inc.",CA,2067,196943237,0.001049540990331138
3521,Forked River,NJ,8136,61421718,0.013246128999517727
3522,Forks of Butte Hydro Project,CA,13795,196943237,0.007004556343308199
3523,Formosa Plastics,LA,353943,96954180,0.3650621355366009
3524,Formosa Utility Venture Ltd,TX,3307754,481398138,0.6871139995975639
3525,Forney Energy Center,TX,9027722,481398138,1.8753130283191914
3526,Forrest City- Eldridge Road,AR,1272,61100036,0.002081831833945237
3527,Forrest City- Prison Site,AR,1117,61100036,0.0018281494956893314
3528,Fort Benning Solar Facility,GA,48077,124199660,0.03870944574244406
3529,Fort Bliss (DEA EPIC),TX,4357,481398138,0.00090507205077723
3530,Fort Buchanan Distributed Generation,PR,5,18578920,2.6912220947180998e-05
3531,Fort Calhoun Community Solar,NE,9004,37910817,0.023750477337378405
3532,Fort Carson Battery Energy Storage System,CO,-5,56832513,-8.79778094626926e-06
3533,Fort Churchill,NV,510307,41598742,1.2267366162178654
3534,Fort Detrick Solar PV,MD,20481,38166683,0.05366198576910653
3535,Fort Dodge,KS,910,56572967,0.0016085421151766708
3536,Fort Drum Energy Center,FL,80728,246185183,0.032791575437746794
3537,Fort Gibson,OK,268824,80754539,0.33289026639109415
3538,Fort Gordon Solar Facility,GA,56403,124199660,0.04541316779772183
3539,Fort Greely Power Plant,AK,58,6595656,0.0008793666619362804
3540,Fort Hays State University Wind Farm,KS,15740,56572967,0.02782247570646242
3541,"Fort Hill 1, 2, 3 & 4",CT,748,44079902,0.0016969184731853533
3542,Fort Huachuca Solar PV Project,AZ,40063,108500902,0.0369241169995066
3543,Fort Indiantown Gap,PA,4872,241279453,0.002019235346989949
3544,Fort Loudoun,TN,940352,79057159,1.1894583765652393
3545,Fort Lupton,CO,4718,56832513,0.008301586100899674
3546,Fort Miller Hydroelectric Facility,NY,20226,123769368,0.016341684802010138
3547,Fort Myers,FL,9841675,246185183,3.9976715414266013
3548,Fort Patrick Henry,TN,124842,79057159,0.15791359261973983
3549,Fort Peck,MT,920416,24947875,3.689356307901975
3550,Fort Randall,SD,1682080,17322385,9.710441143064307
3551,Fort Rock I,OR,25449,61016793,0.04170819007154309
3552,Fort Rock IV,OR,24710,61016793,0.040497048083139996
3553,Fort Rucker Solar Array,AL,12802,142731779,0.008969270956820345
3554,Fort St Vrain,CO,3090654,56832513,5.438179374542174
3555,Fort Stewart Solar Facility,GA,47724,124199660,0.03842522596277639
3556,Fortistar North Tonawanda,NY,5193,123769368,0.004195706970080029
3557,Forward Wind Energy Center,WI,127647,64242371,0.19869596656076097
3558,Forward Windpower LLC,PA,58746,241279453,0.024347701086673137
3559,Fossil Gulch,ID,26569,16834340,0.15782620524475566
3560,Foster,OR,62790,61016793,0.10290609668718578
3561,Foster Solar,RI,0,9314548,0.0
3562,Foster Wheeler Mt Carmel Cogen,PA,2072,241279453,0.0008587552625129668
3563,Foundation AB,CA,2349,196943237,0.0011927294563559958
3564,Foundation CDCR LAC,CA,5030,196943237,0.0025540354046277814
3565,Foundation California Training Facility,CA,5735,196943237,0.0029120065696899254
3566,Foundation Cemex BMQ,CA,3760,196943237,0.0019091795469981026
3567,Foundation Cemex Madison,CA,1671,196943237,0.0008484678252749548
3568,Foundation Cemex River Plant,CA,3254,196943237,0.0016522527249818687
3569,Foundation IE,CA,500,196943237,0.0002538802589093222
3570,Foundation Mann Packing,CA,5348,196943237,0.0027155032492941103
3571,Foundation NWNA,CA,24333,196943237,0.012355336680081075
3572,Foundation RRM,CA,9630,196943237,0.004889733786593546
3573,Foundation ST,CA,3008,196943237,0.0015273436375984823
3574,Foundation SaIinas Valley State Prison,CA,5455,196943237,0.002769833624700705
3575,Foundation Scheid Vineyards,CA,4061,196943237,0.0020620154628615147
3576,Foundation Superior Farms,CA,1475,196943237,0.0007489467637825005
3577,Foundation Wal-Mart Red Bluff,CA,1756,196943237,0.0008916274692895396
3578,Founders Homestead Farms Solar,RI,6906,9314548,0.07414208397444513
3579,Fountain,MN,327,59157452,0.0005527621439814548
3580,Fountain Folkston,GA,4065,124199660,0.0032729558196858185
3581,Fountain Valley Power Facility,CO,74796,56832513,0.1316077647314311
3582,Four Corners,NM,7904357,35073576,22.536501553192068
3583,Four Corners Windfarm LLC,OR,18171,61016793,0.029780326212818165
3584,Four Mile Canyon Windfarm LLC,OR,22096,61016793,0.03621298156394421
3585,Four Mile Hydropower Project,MI,9003,115298866,0.007808402903112681
3586,Four Peaks Camino Real,NM,17682,35073576,0.050414021085275144
3587,Fourche Creek Wastewater,AR,4801,61100036,0.00785760584494582
3588,Fourmile Ridge,MD,123293,38166683,0.32303828970413806
3589,Fourth Branch Hydroelectric Facility,NY,15159,123769368,0.012247780080770872
3590,Fowler Ridge IV Wind Farm LLC,IN,395989,94126593,0.4206983248612855
3591,Fowler Ridge Wind Farm LLC,IN,1095497,94126593,1.1638549373607945
3592,"Fox CSG, LLC",MN,7520,59157452,0.012711838907463425
3593,Fox Creek Solar,NC,94708,129720625,0.0730092072868135
3594,Fox Energy Center,WI,4165517,64242371,6.48406485495375
3595,Fox Island Wind LLC,ME,8311,10900855,0.07624172599305284
3596,Foxfire Solar Farm,NC,9596,129720625,0.00739743583566607
3597,"Foxtail Wind, LLC",ND,621046,43032351,1.4432072279759942
3598,Foxwoods CoGen,CT,10725,44079902,0.024330816343466462
3599,Framingham State University Plant,MA,102,19429320,0.0005249797728381642
3600,Francis Scott Key Mall,MD,1915,38166683,0.005017465101696157
3601,Francisco St. Solar,CA,2294,196943237,0.0011648026278759701
3602,Frank Jenkins,MI,114,115298866,9.887347894644515e-05
3603,Frank Knutson,CO,126046,56832513,0.22178501943069104
3604,Frankel,TX,0,481398138,0.0
3605,Frankenheimer Power Plant,CA,-84,196943237,-4.2651883496766125e-05
3606,Frankford Solar,NJ,10151,61421718,0.01652672756564706
3607,Franklin (CA),CA,-6,196943237,-3.0465631069118665e-06
3608,Franklin (NC),NC,4748,129720625,0.003660173546034025
3609,Franklin (NE),NE,99,37910817,0.0002611391888494516
3610,Franklin (NY),NY,7726,123769368,0.006242255353521721
3611,Franklin 1,MA,4100,19429320,0.02110212812388699
3612,Franklin 2,MA,4899,19429320,0.025214469677785945
3613,Franklin County Wind Farm,IA,206153,67198530,0.306782008475483
3614,Franklin Drive,CT,208,44079902,0.0004718703775702587
3615,Franklin Heating Station,MN,72118,59157452,0.12190856360750628
3616,Franklin Milliken,GA,6425,124199660,0.005173122052024941
3617,Franklin Solar,CT,1412,44079902,0.0032032739092750255
3618,Franklin Solar,NJ,12855,61421718,0.020929079189872222
3619,Franklin Solar 2,NC,3735,129720625,0.002879264573386075
3620,Franklin Solar Site,NY,2100,123769368,0.0016967041473460542
3621,"Franklin Solar, LLC",NC,1280,129720625,0.0009867359180546656
3622,Franklin Templeton San Mateo,CA,7428,196943237,0.00377164512635689
3623,Franklinton Solar,NC,9584,129720625,0.007388185186434308
3624,Frederic Diesel,WI,0,64242371,0.0
3625,Frederick County - Landfill,MD,3764,38166683,0.009862004513203309
3626,Frederick County LFGTE Facility,VA,11674,93102970,0.012538805153047212
3627,Frederickson,WA,54102,110808277,0.04882487253185969
3628,Frederickson Power LP,WA,1289676,110808277,1.1638805646260524
3629,Fredericktown Energy Center,MO,11738,76941313,0.015255783326702523
3630,Fredonia,WA,386406,110808277,0.34871582742866764
3631,Fredonia Solar LLC,NY,102,123769368,8.241134429966549e-05
3632,Freeborn Wind Farm,MN,388912,59157452,0.6574184432419435
3633,Freeburg,IL,582,181296239,0.00032102155191426776
3634,Freedom Power Project,IL,1695,181296239,0.000934933901193615
3635,Freedom Solar,SC,10297,98113889,0.010494946337312142
3636,Freehold(CSG),NY,2159,123769368,0.0017443734543429194
3637,Freeman Avenue,GA,2920,124199660,0.0023510531349280666
3638,Freemont Solar Center LLC,NC,8432,129720625,0.0065001228601851094
3639,Freeport Energy,TX,3000325,481398138,0.6232523068047263
3640,Freeport Energy Center,TX,1441864,481398138,0.2995159071429562
3641,Freeport LP Pretreatment Facility,TX,684745,481398138,0.14224089084449262
3642,Freeport McMoRan,NM,0,35073576,0.0
3643,Freestone Energy Center,TX,5796574,481398138,1.2041122601932457
3644,Freetown Solar,MA,7214,19429320,0.03712945177700506
3645,Freeway Springs,CA,3016,196943237,0.0015314057217410313
3646,Freeze Solar,NJ,2050,61421718,0.0033375816677742552
3647,"Freight Line Solar, LLC",NC,4518,129720625,0.003482869435758577
3648,Fremont - Kato Rd,CA,1564,196943237,0.0007941374498683598
3649,"Fremont CO 1, LLC",CO,3932,56832513,0.006918574936146145
3650,Fremont Canyon,WY,191664,43460723,0.44100508866361937
3651,"Fremont Community Digester, LLC",MI,9596,115298866,0.008322718455877962
3652,Fremont Energy Center,OH,3639314,125609074,2.8973336751133125
3653,Fremont Farm LLC,NC,9099,129720625,0.007014304779983907
3654,French Island,WI,62886,64242371,0.09788866603320104
3655,French Landing Dam,MI,8222,115298866,0.0071310328412076485
3656,French Meadows,CA,9219,196943237,0.004681044213770082
3657,French Paper Hydro,MI,6035,115298866,0.005234223205629793
3658,French's Landfill PV,NJ,6897,61421718,0.011228927201287335
3659,Frenchtown I Solar,NJ,4215,61421718,0.006862393526667555
3660,Frenchtown II Solar,NJ,4056,61421718,0.006603527436337746
3661,Frenchtown III Solar,NJ,12559,61421718,0.020447164958817987
3662,Fresno Bullard High School Hybrid,CA,2150,196943237,0.0010916851133100855
3663,Fresno Cogen Partners,CA,9258,196943237,0.00470084687396501
3664,Fresno Hoover High School Hybrid,CA,2057,196943237,0.0010444633851529514
3665,Fresno Solar,CA,6440,196943237,0.00326997773475207
3666,Fresno Sunnyside High School Hybrid,CA,2505,196943237,0.0012719400971357043
3667,Frey Farm Landfill,PA,18207,241279453,0.007546021749311575
3668,Frey Rd #1 Community Solar Farm,NY,2335,123769368,0.0018865734209776363
3669,Frey Rd #2 Community Solar Farm,NY,1936,123769368,0.0015641996329818861
3670,Friant Hydro Facility,CA,40261,196943237,0.02044294620789644
3671,Friendswood Energy,TX,52071,481398138,0.010816618488873341
3672,Fries Hydroelectric Project,VA,17905,93102970,0.01923139508868514
3673,Frito Lay Incorporated,CT,24715,44079902,0.0560686364502353
3674,Frito-Lay Cogen Plant,CA,21358,196943237,0.010844749139570608
3675,Frog Hollow CSG,NY,3434,123769368,0.0027745152580887383
3676,Front Range Power Plant,CO,2014975,56832513,3.5454617324417805
3677,Front Range Project,CO,17309,56832513,0.030456158079794925
3678,Front Street,MA,426,19429320,0.0021925625806770385
3679,"Frontenac Holdco LLC, CSG",MN,9591,59157452,0.01621266581934597
3680,Frontier,OK,380958,80754539,0.4717480957943429
3681,Frontier HS Solar Project,CA,2591,196943237,0.0013156075016681076
3682,Frontier Solar LLC,CA,51424,196943237,0.02611107686830597
3683,Frontier Windpower,OK,527902,80754539,0.6537118613233617
3684,Frontier Windpower II,OK,538485,80754539,0.6668170070291652
3685,Fruita,CO,2440,56832513,0.004293317101779399
3686,Ft. Churchill PV,NV,30511,41598742,0.07334596801028262
3687,Ft. Pierre,SD,534,17322385,0.003082716381144975
3688,Fuel Cell 18A Sneden Avenue,NY,30997,123769368,0.02504416116918364
3689,Fuel Cell 18B Sneden Avenue,NY,35009,123769368,0.028285674044970482
3690,Fulton (AR),AR,129619,61100036,0.21214226453156265
3691,Fulton (MO),MO,291,76941313,0.00037821033805336804
3692,Fulton Hydro,NY,5863,123769368,0.004737036388519008
3693,Fulton LFGTE Facility,NY,13368,123769368,0.010800733829391455
3694,Fuquay Farm,NC,0,129720625,0.0
3695,Furnace Rd Community Solar Farm,NY,4527,123769368,0.0036576093690645654
3696,Fusion Solar Center LLC,CT,38997,44079902,0.08846888997167007
3697,Future Generation Wind,MA,12415,19429320,0.06389827333123341
3698,Fuyao Glass Illinois Inc.,IL,0,181296239,0.0
3699,G Flow Wind LLC,MN,2587,59157452,0.004373075432660622
3700,G G Allen,NC,161458,129720625,0.12446594363849234
3701,G McNeilus Wind Farm Dodge Center,MN,88112,59157452,0.14894488694340655
3702,G W Ivey,FL,-669,246185183,-0.00027174665503731796
3703,G&S Wantage Solar LLC,NJ,8592,61421718,0.013988537409520196
3704,G.S.E. One LLC,TX,54644,481398138,0.01135110331482005
3705,G2 Energy Hay Rd,CA,12923,196943237,0.006561789171770341
3706,G2 Energy Marion LLC,FL,14735,246185183,0.005985331781726278
3707,G2 Energy Ostrom Road LLC,CA,27524,196943237,0.013975600492440367
3708,"GASNA 18P, LLC",PR,7127,18578920,0.038360679738111796
3709,GCWA,TX,0,481398138,0.0
3710,"GD Glocester White Oak I, LLC",RI,2722,9314548,0.02922310347211695
3711,"GD Hopkinton Main I, LLC",RI,15569,9314548,0.16714713370954767
3712,"GD Johnson Scituate I, LLC",RI,1,9314548,1.0735894001512472e-05
3713,"GD Richmond Buttonwoods I, LLC",RI,1930,9314548,0.02072027542291907
3714,"GD West Greenwich Victory I, LLC",RI,2787,9314548,0.02992093658221526
3715,"GDIM 1, LLC",RI,1,9314548,1.0735894001512472e-05
3716,"GDIM 2, LLC",RI,1,9314548,1.0735894001512472e-05
3717,"GDIM 3, LLC",RI,1,9314548,1.0735894001512472e-05
3718,"GDIM 4, LLC",RI,1,9314548,1.0735894001512472e-05
3719,GE 19th Hole,NY,10213,123769368,0.008251637836592976
3720,"GE-Hitachi Solar - Morris, IL",IL,0,181296239,0.0
3721,GE-Lubbock,TX,1731,481398138,0.0003595776267834256
3722,GELD Solar Farm,MA,3503,19429320,0.018029452394628324
3723,GEN005 Antibody Fuel Cell,CA,21181,196943237,0.010754875527916706
3724,GKS Solar,NC,8593,129720625,0.0066242357373779235
3725,GL Dairy Biogas,WI,8487,64242371,0.013210907175265994
3726,GL Wind,MN,9160,59157452,0.015484101647920875
3727,GLRA Landfill,PA,13164,241279453,0.0054559142257339256
3728,GMP Solar - Hartford,VT,7265,2107642,0.344698008485312
3729,GMP Solar - Panton Hybrid,VT,8036,2107642,0.3812791735977932
3730,GMP Solar - Richmond,VT,2820,2107642,0.1337988140300867
3731,GMP Solar - Williamstown,VT,6925,2107642,0.32856623658097533
3732,GMP Solar - Williston,VT,6830,2107642,0.3240588297253518
3733,GMP Solar/Storage-Essex Hybrid,VT,7746,2107642,0.36751972109115305
3734,GMP Solar/Storage-Ferrisburgh Hybrid,VT,8373,2107642,0.39726860633826805
3735,GMP Solar/Storage-Milton Hybrid,VT,7367,2107642,0.349537540056613
3736,GPS Cabazon Wind LLC,CA,42473,196943237,0.021566112473311284
3737,GRE Marshan Solar,MN,1562,59157452,0.0026404112198747166
3738,GREC,OK,3009932,80754539,3.727260457768201
3739,GRP Franklin Renewable Energy Facility,GA,367014,124199660,0.29550322440496213
3740,GRP Madison Renewable Energy Facility,GA,389992,124199660,0.3140040802044064
3741,GRS Arbor Hills,MI,99917,115298866,0.08665913505168385
3742,GRS C&C,MI,23362,115298866,0.020262124694270627
3743,GRS CMS,NC,20130,129720625,0.015517964086281574
3744,GRS Fall River,MA,11094,19429320,0.05709927058692738
3745,GSE NM1,NM,4838,35073576,0.01379386008429822
3746,GSG LLC,IL,102214,181296239,0.056379547950798914
3747,GSK York RDC Solar Facility,PA,2273,241279453,0.0009420611542914929
3748,"GSPP  Raynham TMLP, LLC CSG",MA,3603,19429320,0.018544138446430446
3749,GSPP Boxborough Littleton (MA),MA,5367,19429320,0.027623200400219875
3750,"GSPP Devens, LLC",MA,3021,19429320,0.015548665624942098
3751,"GSPP Gilman, LLC",VT,3127,2107642,0.14836485513194367
3752,GSPP Held LLC CSG,MN,5117,59157452,0.008649797831049248
3753,GSPP Imholte CSG,MN,1877,59157452,0.0031728885145357513
3754,GSPP Onyx New Brunswick LLC,NJ,1544,61421718,0.0025137688268504635
3755,GSPP Terrawatt Westfield LLC CSG,MA,5725,19429320,0.029465776465671473
3756,GSSP Schneider LLC,MN,8930,59157452,0.015095308702612817
3757,GWCC PV Solar Farm,MD,2823,38166683,0.007396503384902482
3758,Gadsby,UT,83008,42560283,0.19503629710356954
3759,Gadsden,AL,-5901,142731779,-0.004134328067192381
3760,Gaines Solar,SC,4654,98113889,0.004743467053884696
3761,"Gainey Solar, LLC",NC,3845,129720625,0.0029640621913438977
3762,Gala (CSG),IL,1585,181296239,0.0008742597247149733
3763,Galactic Wind,WI,20717,64242371,0.03224818710380412
3764,Galena 2 Geothermal Power Plant,NV,35486,41598742,0.0853054642854344
3765,Galena 3 Geothermal Power Plant,NV,100194,41598742,0.2408582451844337
3766,Galena Electric Utility,AK,4953,6595656,0.07509488063052408
3767,Galesburg Solar Array,IL,2870,181296239,0.0015830444226700145
3768,Galesville Project,OR,2516,61016793,0.004123454997053025
